id,bdate,city,country,sex,is_closed,age,priority,marker
5318,1988-09-28,20950,1,2,0,34,2.0,0.0
41220,1988-11-14,20950,1,1,0,34,2.0,0.0
79928,1986-03-05,2,1,2,0,36,2.0,0.0
80683,1977-05-02,1,1,2,0,45,2.0,0.0
80701,2006-08-01,2,1,1,0,16,1.0,0.0
175468,1984-10-06,20950,1,2,1,38,8.0,0.0
199133,1988-10-21,20950,1,1,1,34,8.0,0.0
244523,1989-07-20,20950,1,1,1,33,8.0,0.0
257698,1988-09-17,20950,1,1,1,34,8.0,0.0
294228,1985-03-24,977,1,1,1,37,8.0,0.0
330345,1989-01-13,20950,1,1,1,33,8.0,0.0
358404,1986-04-20,20950,1,2,0,36,2.0,0.0
380274,1987-08-30,2,1,1,1,35,8.0,0.0
404409,1982-05-13,20950,1,1,0,40,2.0,0.0
443335,1987-06-28,20950,1,2,0,35,2.0,0.0
444963,1987-12-23,20950,1,1,1,35,8.0,0.0
477898,1983-11-09,20950,1,1,0,39,2.0,0.0
497967,1987-03-31,20950,1,1,1,35,8.0,0.0
522141,1987-04-14,20950,1,2,1,35,8.0,0.0
626962,1986-08-02,20950,1,1,0,36,2.0,0.0
727701,1985-02-12,151,1,1,0,37,2.0,0.0
741949,1988-08-13,20950,1,1,0,34,2.0,0.0
794357,1986-11-27,1515634,71,1,0,36,2.0,0.0
888427,1979-05-07,2,1,2,0,43,2.0,0.0
969517,1984-09-03,20950,1,1,0,38,2.0,0.0
1104697,1983-04-13,20950,1,1,0,39,2.0,0.0
1160662,1988-06-07,20950,1,1,1,34,8.0,0.0
1161288,1986-12-16,20950,1,1,0,36,2.0,0.0
1194748,1983-03-29,20950,1,1,0,39,2.0,0.0
1262915,1984-04-30,20950,1,1,0,38,2.0,0.0
1283183,1985-08-12,20950,1,1,0,37,2.0,0.0
1283185,2008-09-02,20950,1,1,0,14,1.0,0.0
1284603,1976-06-14,20950,1,1,0,46,2.0,0.0
1301052,1987-10-01,130,1,1,1,35,8.0,0.0
1321865,1990-03-30,20950,1,1,0,32,2.0,0.0
1418951,1987-07-05,20950,1,1,0,35,2.0,0.0
1525280,1984-06-29,20950,1,1,0,38,2.0,0.0
1562328,1985-04-05,20950,1,1,0,37,2.0,0.0
1675188,1987-05-31,20950,1,1,0,35,2.0,0.0
1768149,1989-02-11,20950,1,1,0,33,2.0,0.0
1769334,1987-06-26,20950,1,1,0,35,2.0,0.0
1787245,2007-11-21,20950,1,1,0,15,1.0,0.0
1822978,1984-01-10,20950,1,1,1,38,8.0,0.0
1830487,1986-02-24,1054308,1,2,0,36,2.0,0.0
1845192,1988-07-05,20950,1,1,0,34,2.0,0.0
1862740,1988-12-10,20950,1,1,1,34,8.0,0.0
1881981,1984-02-11,20950,1,2,0,38,2.0,0.0
1884027,1979-10-07,20950,1,1,0,43,2.0,0.0
1911398,1989-11-04,283,1,1,0,33,2.0,0.0
1924216,1989-02-06,1482,1,1,1,33,8.0,0.0
1933573,1988-02-29,20950,1,1,0,34,2.0,0.0
1939138,1992-02-12,20950,1,1,0,30,1.0,0.0
1972914,1983-09-12,20950,1,1,1,39,8.0,0.0
2023942,1988-12-07,20950,1,1,0,34,2.0,0.0
2065458,1987-04-06,20950,1,1,0,35,2.0,0.0
2076528,1983-01-14,283,1,1,0,39,2.0,0.0
2082658,1957-01-13,20950,1,2,0,65,3.0,0.0
2183537,1978-06-09,20950,1,1,1,44,8.0,0.0
2249971,1981-06-13,20950,1,2,0,41,2.0,0.0
2256727,1985-11-29,20950,1,1,0,37,2.0,0.0
2262716,1984-06-23,20950,1,1,0,38,2.0,0.0
2273291,1985-04-27,20950,1,2,0,37,2.0,0.0
2282635,1968-11-12,20950,1,1,0,54,2.0,0.0
2288642,1990-04-21,20950,1,2,0,32,2.0,0.0
2412545,1984-06-21,20950,1,1,0,38,2.0,0.0
2444816,1989-12-31,20950,1,1,0,33,2.0,0.0
2453603,1983-04-25,20950,1,1,0,39,2.0,0.0
2466917,1988-12-08,20950,1,1,0,34,2.0,0.0
2491912,1986-07-13,20950,1,2,1,36,8.0,0.0
2504152,1985-08-02,147,1,2,0,37,2.0,0.0
2515787,1980-06-03,20950,1,1,0,42,2.0,0.0
2526229,1989-11-20,20950,1,1,0,33,2.0,0.0
2548040,1988-05-09,20950,1,1,0,34,2.0,0.0
2549509,1987-03-24,20950,1,1,1,35,8.0,0.0
2623910,1983-10-16,20950,1,1,0,39,2.0,0.0
2657314,1988-07-05,20950,1,1,0,34,2.0,0.0
2714623,1971-12-20,20950,1,1,0,51,2.0,0.0
2732108,1987-06-19,20950,1,1,1,35,8.0,0.0
2829193,1988-07-08,20950,1,2,0,34,2.0,0.0
2933324,1987-10-21,20950,1,1,1,35,8.0,0.0
2960070,1987-07-24,20950,1,1,1,35,8.0,0.0
3021873,1983-01-24,147,1,2,0,39,2.0,0.0
3042404,1989-12-09,20950,1,1,0,33,2.0,0.0
3053511,1984-05-04,20950,1,1,0,38,2.0,0.0
3172237,1987-12-09,20950,1,1,0,35,2.0,0.0
3184850,1983-12-11,20950,1,1,1,39,8.0,0.0
3188340,1981-03-16,20950,1,2,1,41,8.0,0.0
3197218,1988-06-08,20950,1,1,0,34,2.0,0.0
3237606,1986-10-14,292,2,1,0,36,2.0,0.0
3259311,1988-09-27,20950,1,1,0,34,2.0,0.0
3260363,1986-10-16,20950,1,2,1,36,8.0,0.0
3300601,1988-07-05,20950,1,1,0,34,2.0,0.0
3387534,1981-09-04,715,1,1,0,41,2.0,0.0
3407723,1984-07-02,20950,1,1,1,38,8.0,0.0
3410921,1987-05-25,20950,1,1,0,35,2.0,0.0
3435380,1989-09-11,20950,1,1,1,33,8.0,0.0
3491097,1987-11-29,20950,1,1,1,35,8.0,0.0
3521163,1985-07-08,20950,1,1,0,37,2.0,0.0
3545240,1977-12-09,123,1,1,0,45,2.0,0.0
3549095,1981-03-29,20950,1,1,0,41,2.0,0.0
3595421,1980-09-17,151,1,1,0,42,2.0,0.0
3600130,1984-04-22,20950,1,1,1,38,8.0,0.0
3603517,1985-11-15,20950,1,1,0,37,2.0,0.0
3609058,1982-01-04,20950,1,2,1,40,8.0,0.0
3646585,1986-08-03,151,1,1,0,36,2.0,0.0
3669234,1983-09-16,20950,1,2,1,39,8.0,0.0
3723792,1989-06-25,20950,1,1,1,33,8.0,0.0
3727672,1985-12-01,147,1,1,0,37,2.0,0.0
3734192,1988-11-01,20950,1,2,0,34,2.0,0.0
3750406,1976-03-20,20950,1,2,0,46,2.0,0.0
3809365,1967-01-13,20950,1,2,1,55,8.0,0.0
3811065,1989-12-21,20950,1,1,0,33,2.0,0.0
3837973,1990-10-20,144,1,1,0,32,2.0,0.0
3867069,1988-06-24,20950,1,1,0,34,2.0,0.0
3871109,1983-04-11,20950,1,2,1,39,8.0,0.0
3913626,1989-11-25,20950,1,1,0,33,2.0,0.0
3942411,1987-04-09,20950,1,1,1,35,8.0,0.0
3957117,1987-02-22,20950,1,1,1,35,8.0,0.0
3975727,1988-06-03,20950,1,1,1,34,8.0,0.0
4106745,1979-06-23,13053,1,2,0,43,2.0,0.0
4113480,1984-11-26,20950,1,1,1,38,8.0,0.0
4141942,1986-08-29,20950,1,1,0,36,2.0,0.0
4222292,1984-08-27,104,1,1,1,38,8.0,0.0
4222964,1985-08-24,20950,1,1,0,37,2.0,0.0
4272515,1991-10-26,859,1,1,0,31,2.0,0.0
4359200,1984-08-19,141,1,1,1,38,8.0,0.0
4385230,1988-09-02,2,1,2,0,34,2.0,0.0
4394758,1986-06-18,2093,1,1,0,36,2.0,0.0
4480722,1992-10-28,10,1,2,1,30,8.0,0.0
4481970,1990-06-12,20950,1,1,1,32,8.0,0.0
4512092,1985-01-13,20950,1,2,0,37,2.0,0.0
4533355,1984-10-29,20950,1,1,1,38,8.0,0.0
4544624,1979-03-29,20950,1,2,0,43,2.0,0.0
4545028,1987-08-01,20950,1,2,0,35,2.0,0.0
4590270,1989-01-11,20950,1,2,0,33,2.0,0.0
4657466,1980-01-12,20950,1,2,0,42,2.0,0.0
4663260,1989-02-02,20950,1,1,0,33,2.0,0.0
4758968,1971-06-09,20950,1,2,1,51,8.0,0.0
4795269,1987-02-08,20950,1,2,1,35,8.0,0.0
4796827,1987-09-13,157,1,1,1,35,8.0,0.0
4803665,1984-10-02,20950,1,2,0,38,2.0,0.0
4812438,1972-09-14,20950,1,1,1,50,8.0,0.0
4812693,1986-10-20,20950,1,1,0,36,2.0,0.0
4846144,1989-01-01,20950,1,1,0,33,2.0,0.0
4855414,1985-05-03,20950,1,1,0,37,2.0,0.0
4856097,1985-06-02,20950,1,1,1,37,8.0,0.0
4904334,1980-10-05,20950,1,1,0,42,2.0,0.0
4922153,1984-04-14,147,1,1,0,38,2.0,0.0
4935420,1984-08-11,20950,1,2,0,38,2.0,0.0
4946576,1990-11-30,20950,1,1,0,32,2.0,0.0
4946608,1986-06-13,20950,1,1,0,36,2.0,0.0
5000558,1987-09-27,20950,1,2,1,35,8.0,0.0
5075987,1975-11-27,1183,1,1,0,47,2.0,0.0
5152271,1988-06-04,20950,1,2,0,34,2.0,0.0
5213171,1993-04-17,20950,1,1,0,29,1.0,0.0
5228881,1985-04-16,20950,1,1,0,37,2.0,0.0
5342908,1988-09-01,20950,1,1,1,34,8.0,0.0
5376220,1983-05-07,20950,1,2,0,39,2.0,0.0
5405225,1987-09-24,20950,1,1,1,35,8.0,0.0
5418680,1992-04-16,20950,1,1,0,30,1.0,0.0
5420714,1990-02-23,20950,1,1,0,32,2.0,0.0
5445932,1990-04-12,283,1,2,0,32,2.0,0.0
5455121,1987-06-15,20950,1,2,1,35,8.0,0.0
5460284,1987-10-20,20950,1,1,0,35,2.0,0.0
5538493,1987-12-25,20950,1,1,0,35,2.0,0.0
5559671,1987-10-29,1,1,2,0,35,2.0,0.0
5624904,1991-12-28,49,1,1,0,31,2.0,0.0
5720400,1989-09-03,20950,1,1,0,33,2.0,0.0
5723259,1980-11-29,1,1,2,0,42,2.0,0.0
5745821,1988-10-11,60,1,1,0,34,2.0,0.0
5801909,1987-08-24,20950,1,1,1,35,8.0,0.0
5840700,1979-03-08,20950,1,1,0,43,2.0,0.0
5853930,1990-09-13,20950,1,2,0,32,2.0,0.0
6050748,1985-05-23,157,1,1,1,37,8.0,0.0
6062157,1984-02-05,20950,1,2,1,38,8.0,0.0
6077197,1990-08-15,715,1,2,0,32,2.0,0.0
6105729,1983-06-27,147,1,1,1,39,8.0,0.0
6203787,1986-03-02,20950,1,1,0,36,2.0,0.0
6299710,1987-02-21,151,1,1,0,35,2.0,0.0
6386251,1988-12-27,20950,1,1,1,34,8.0,0.0
6392949,1987-12-23,20950,1,1,0,35,2.0,0.0
6435667,1987-06-10,144,1,1,0,35,2.0,0.0
6497116,1978-12-12,147,1,1,0,44,2.0,0.0
6520849,1984-01-23,20950,1,2,0,38,2.0,0.0
6611361,1988-11-21,20950,1,1,0,34,2.0,0.0
6639831,1984-01-05,20950,1,2,0,38,2.0,0.0
6674201,1988-08-26,20950,1,1,0,34,2.0,0.0
6682763,1990-03-08,20950,1,1,0,32,2.0,0.0
6685270,1987-05-22,20950,1,1,0,35,2.0,0.0
6706342,1984-03-25,20950,1,2,0,38,2.0,0.0
6844180,1982-05-12,49,1,1,0,40,2.0,0.0
6934641,1957-11-28,20950,1,2,0,65,3.0,0.0
7033660,1987-04-22,20950,1,1,0,35,2.0,0.0
7076054,1990-01-04,147,1,1,0,32,2.0,0.0
7103978,1980-04-12,715,1,1,1,42,8.0,0.0
7140861,1981-12-28,20950,1,2,0,41,2.0,0.0
7156686,1987-07-18,20950,1,1,0,35,2.0,0.0
7282676,1989-08-04,20950,1,1,0,33,2.0,0.0
7289960,1987-01-21,20950,1,1,1,35,8.0,0.0
7300949,1986-01-20,20950,1,1,1,36,8.0,0.0
7319086,1987-06-09,20950,1,1,1,35,8.0,0.0
7325472,1978-02-16,147,1,1,0,44,2.0,0.0
7361796,1984-12-15,20950,1,1,0,38,2.0,0.0
7385443,1989-09-03,158,1,1,1,33,8.0,0.0
7505257,1988-05-07,20950,1,1,1,34,8.0,0.0
7538711,1988-06-09,20950,1,2,1,34,8.0,0.0
7542637,1970-10-01,20950,1,1,1,52,8.0,0.0
7599890,1984-08-01,20950,1,1,1,38,8.0,0.0
7639158,1987-10-14,20950,1,1,0,35,2.0,0.0
7657951,1985-11-02,20950,1,1,1,37,8.0,0.0
7701913,1985-08-31,20950,1,1,1,37,8.0,0.0
7802510,1989-01-04,20950,1,1,0,33,2.0,0.0
7822331,1989-08-25,2,1,1,1,33,8.0,0.0
7873100,1986-09-29,20950,1,1,1,36,8.0,0.0
7919024,1984-09-27,104,1,1,1,38,8.0,0.0
7950131,1991-08-07,20950,1,1,0,31,2.0,0.0
7964350,1965-09-12,20950,1,1,1,57,8.0,0.0
7971161,1983-05-14,20950,1,1,1,39,8.0,0.0
8040195,1989-12-12,20950,1,1,0,33,2.0,0.0
8143673,1984-06-08,20950,1,1,0,38,2.0,0.0
8149654,1970-11-23,20950,1,2,0,52,2.0,0.0
8155253,1983-11-16,20950,1,2,0,39,2.0,0.0
8200074,1990-07-13,20950,1,2,0,32,2.0,0.0
8228399,1988-04-19,20950,1,1,0,34,2.0,0.0
8262024,1986-11-02,20950,1,1,0,36,2.0,0.0
8362463,1963-01-04,280,1,1,0,59,2.0,0.0
8400108,1989-11-08,20950,1,1,0,33,2.0,0.0
8500784,1985-09-10,20950,1,1,1,37,8.0,0.0
8539743,1987-07-09,20950,1,1,0,35,2.0,0.0
8593944,1984-05-15,74,1,2,0,38,2.0,0.0
8667490,1983-05-28,20950,1,2,0,39,2.0,0.0
8669410,1982-08-09,20950,1,2,0,40,2.0,0.0
8711736,1984-11-13,20950,1,1,0,38,2.0,0.0
8712840,1990-11-11,20950,1,1,1,32,8.0,0.0
8824003,1986-09-28,20950,1,1,1,36,8.0,0.0
8917461,1994-01-16,20950,1,2,0,28,1.0,0.0
8919798,1988-09-28,20950,1,1,0,34,2.0,0.0
8946720,1986-10-11,20950,1,1,0,36,2.0,0.0
8976696,1987-10-29,20950,1,1,0,35,2.0,0.0
8985178,1991-06-22,20950,1,2,0,31,2.0,0.0
9002260,1985-03-07,264,1,2,0,37,2.0,0.0
9090183,1991-04-19,20950,1,1,1,31,8.0,0.0
9099221,1987-10-08,20950,1,1,1,35,8.0,0.0
9116109,1986-05-16,185,1,1,0,36,2.0,0.0
9135912,1974-12-10,20950,1,1,1,48,8.0,0.0
9136096,1968-07-05,99,1,2,1,54,8.0,0.0
9169793,1968-05-18,1,1,2,0,54,2.0,0.0
9189119,1984-01-30,20950,1,2,0,38,2.0,0.0
9204082,1984-04-04,20950,1,1,1,38,8.0,0.0
9222163,1990-06-21,20950,1,1,0,32,2.0,0.0
9227194,1988-05-10,20950,1,1,1,34,8.0,0.0
9244137,1990-06-06,1,1,2,0,32,2.0,0.0
9280852,1992-07-20,20950,1,2,1,30,8.0,0.0
9328247,1987-09-15,20950,1,2,0,35,2.0,0.0
9359838,1975-11-26,10,1,1,0,47,2.0,0.0
9458447,1971-01-25,20950,1,2,1,51,8.0,0.0
9518572,1982-11-30,20950,1,1,0,40,2.0,0.0
9571535,1988-05-06,2,1,1,0,34,2.0,0.0
9604096,1986-07-06,20950,1,1,0,36,2.0,0.0
9723891,1984-12-14,20950,1,2,1,38,8.0,0.0
9756321,1973-12-19,112,1,2,0,49,2.0,0.0
9886574,1986-02-24,20950,1,1,0,36,2.0,0.0
9931018,1990-11-15,147,1,1,0,32,2.0,0.0
10167041,1991-05-22,87,1,1,0,31,2.0,0.0
10234098,1983-10-28,20950,1,1,1,39,8.0,0.0
10246602,1987-04-12,627,1,1,1,35,8.0,0.0
10313807,1963-05-22,104,1,2,0,59,2.0,0.0
10314589,1986-02-27,20950,1,2,0,36,2.0,0.0
10323171,1990-02-02,20950,1,2,0,32,2.0,0.0
10338270,1989-03-26,1713260,112,2,1,33,8.0,0.0
10375928,1986-04-28,20950,1,1,0,36,2.0,0.0
10378557,1969-08-01,99,1,1,1,53,8.0,0.0
10418880,1989-03-27,20950,1,1,1,33,8.0,0.0
10459246,1981-10-13,20950,1,1,1,41,8.0,0.0
10464722,1987-05-03,20950,1,1,0,35,2.0,0.0
10473129,1991-01-28,20950,1,1,0,31,2.0,0.0
10563805,1974-01-07,20950,1,2,0,48,2.0,0.0
10569934,1970-10-12,147,1,1,0,52,2.0,0.0
10711296,1981-07-28,20950,1,1,0,41,2.0,0.0
10813773,1984-06-01,6911,1,2,0,38,2.0,0.0
10816602,1990-05-31,20950,1,1,0,32,2.0,0.0
10831896,1983-11-17,185,1,2,1,39,8.0,0.0
10870124,1977-03-16,1,1,1,0,45,2.0,0.0
10871096,1990-01-27,20950,1,2,0,32,2.0,0.0
10891035,1991-11-17,20950,1,1,0,31,2.0,0.0
10940576,1988-09-30,20950,1,2,0,34,2.0,0.0
11002371,1981-08-01,4712,1,1,1,41,8.0,0.0
11075955,1989-09-16,82,1,2,0,33,2.0,0.0
11148795,1988-06-28,20950,1,1,0,34,2.0,0.0
11290330,1988-09-20,20950,1,2,0,34,2.0,0.0
11313679,1988-06-23,20950,1,1,0,34,2.0,0.0
11355248,1987-04-14,20950,1,1,0,35,2.0,0.0
11361067,1987-10-19,20950,1,1,0,35,2.0,0.0
11372585,1920-05-01,21,1,1,1,102,8.0,0.0
11387941,1930-02-20,20950,1,1,1,92,8.0,0.0
11466715,1993-02-18,20950,1,1,0,29,1.0,0.0
11541727,1983-09-04,20950,1,1,0,39,2.0,0.0
11597338,1976-04-08,20950,1,1,0,46,2.0,0.0
11624959,1991-11-17,20950,1,1,0,31,2.0,0.0
11685930,1985-12-26,20950,1,1,0,37,2.0,0.0
11698072,1990-11-15,147,1,2,0,32,2.0,0.0
11701945,1969-04-22,151,1,2,0,53,2.0,0.0
11717722,1986-02-13,20950,1,1,1,36,8.0,0.0
11797162,1987-01-15,20950,1,1,0,35,2.0,0.0
11885862,1980-06-06,2,1,2,0,42,2.0,0.0
11899704,1980-04-04,135,1,1,0,42,2.0,0.0
12027130,1987-05-26,20950,1,1,1,35,8.0,0.0
12240593,1981-12-24,20950,1,1,0,41,2.0,0.0
12282085,1990-06-26,66,1,1,1,32,8.0,0.0
12307623,1975-07-17,49,1,2,0,47,2.0,0.0
12344630,1986-10-20,20950,1,1,0,36,2.0,0.0
12425742,1972-04-25,20950,1,2,0,50,2.0,0.0
12554718,1978-07-15,20950,1,1,1,44,8.0,0.0
12610050,1981-11-21,20950,1,1,0,41,2.0,0.0
12611134,1983-04-26,20950,1,1,0,39,2.0,0.0
12679146,1983-08-30,20950,1,2,0,39,2.0,0.0
12720732,1978-06-02,1559,2,1,0,44,2.0,0.0
12959331,1995-04-08,20950,1,1,1,27,8.0,0.0
12990012,1989-05-10,20950,1,2,0,33,2.0,0.0
13020604,1986-02-13,20950,1,1,0,36,2.0,0.0
13035721,1990-08-29,7075,1,1,0,32,2.0,0.0
13073798,1988-07-05,20950,1,1,1,34,8.0,0.0
13159639,1988-02-29,20950,1,1,0,34,2.0,0.0
13259226,1990-12-22,20950,1,1,0,32,2.0,0.0
13262828,1979-01-15,20950,1,1,0,43,2.0,0.0
13507834,1988-09-05,20950,1,2,0,34,2.0,0.0
13508388,1993-04-24,20950,1,2,1,29,8.0,0.0
13524374,1990-09-12,20950,1,2,0,32,2.0,0.0
13592346,1989-05-11,20950,1,1,1,33,8.0,0.0
13603953,1986-05-18,147,1,2,0,36,2.0,0.0
13651422,1984-06-04,1297,1,1,1,38,8.0,0.0
13686560,1981-09-18,20950,1,1,1,41,8.0,0.0
13803824,1984-07-29,185,1,1,0,38,2.0,0.0
13843491,1983-11-06,20950,1,1,0,39,2.0,0.0
13845703,1984-07-25,158,1,1,0,38,2.0,0.0
13887565,1984-06-26,20950,1,1,0,38,2.0,0.0
14043771,1984-10-28,20950,1,2,0,38,2.0,0.0
14124681,1986-02-14,20950,1,1,1,36,8.0,0.0
14152718,1991-01-19,20950,1,1,0,31,2.0,0.0
14172436,1990-06-17,20950,1,2,1,32,8.0,0.0
14188364,1984-09-07,2,1,2,0,38,2.0,0.0
14288485,1983-11-12,20950,1,2,0,39,2.0,0.0
14374510,1989-09-05,20950,1,1,0,33,2.0,0.0
14407829,1963-08-07,20950,1,1,0,59,2.0,0.0
14424473,1966-02-26,663,2,1,0,56,2.0,0.0
14471720,1985-02-14,20950,1,2,0,37,2.0,0.0
14541001,1988-04-09,20950,1,1,0,34,2.0,0.0
14621685,1983-07-01,20950,1,1,0,39,2.0,0.0
14674611,1986-06-14,145,1,2,0,36,2.0,0.0
14768157,1986-08-04,20950,1,1,0,36,2.0,0.0
14821984,1989-10-16,20950,1,1,0,33,2.0,0.0
15228785,1990-11-02,20950,1,1,1,32,8.0,0.0
15368181,1992-12-13,20950,1,1,1,30,8.0,0.0
15528148,1985-01-31,20950,1,1,0,37,2.0,0.0
15660183,1990-03-01,1,1,1,0,32,2.0,0.0
15744094,1991-07-25,147,1,1,0,31,2.0,0.0
15819867,1992-01-29,20950,1,1,0,30,1.0,0.0
15963727,1992-06-26,20950,1,2,0,30,1.0,0.0
16005368,1987-01-20,20950,1,1,0,35,2.0,0.0
16011830,1992-06-19,20950,1,1,0,30,1.0,0.0
16021497,1987-10-24,1,1,1,0,35,2.0,0.0
16094614,1983-07-29,20950,1,2,0,39,2.0,0.0
16162870,1992-01-20,2,1,1,0,30,1.0,0.0
16181061,1974-02-23,20950,1,1,1,48,8.0,0.0
16219309,1984-02-28,20950,1,1,0,38,2.0,0.0
16374806,1984-05-07,20950,1,1,0,38,2.0,0.0
16416972,1990-08-30,20950,1,1,1,32,8.0,0.0
16751095,1994-11-25,20950,1,1,1,28,8.0,0.0
16758521,1982-06-07,20950,1,2,1,40,8.0,0.0
16761693,1990-06-14,157,1,1,1,32,8.0,0.0
16809183,1903-11-20,151,1,2,0,119,3.0,0.0
16850041,1985-12-31,5574,1,1,0,37,2.0,0.0
16863606,1970-08-23,715,1,2,0,52,2.0,0.0
16873846,1988-10-31,20950,1,1,0,34,2.0,0.0
16930969,1986-02-05,20950,1,1,0,36,2.0,0.0
17028004,1984-04-15,158,1,1,0,38,2.0,0.0
17064218,1991-06-30,20950,1,1,0,31,2.0,0.0
17375919,1991-08-27,20950,1,1,1,31,8.0,0.0
17600589,1992-07-03,20950,1,1,0,30,1.0,0.0
17619107,1988-07-25,20950,1,2,0,34,2.0,0.0
17621473,1990-06-13,20950,1,2,0,32,2.0,0.0
17859334,1994-05-17,20950,1,1,1,28,8.0,0.0
17886357,1986-02-02,20950,1,1,0,36,2.0,0.0
17893158,1984-05-26,20950,1,1,0,38,2.0,0.0
17950686,1991-06-23,20950,1,1,0,31,2.0,0.0
17964048,1993-01-19,20950,1,1,0,29,1.0,0.0
18049378,1980-11-23,20950,1,1,0,42,2.0,0.0
18269366,1990-05-29,147,1,1,0,32,2.0,0.0
18314733,1988-06-02,20950,1,1,0,34,2.0,0.0
18342832,1992-08-22,20950,1,1,1,30,8.0,0.0
18358705,1980-10-31,20950,1,1,1,42,8.0,0.0
18457678,1991-06-25,20950,1,1,1,31,8.0,0.0
18490217,1988-06-05,1,1,1,1,34,8.0,0.0
18493540,1986-11-26,20950,1,1,0,36,2.0,0.0
18530647,1988-03-02,20950,1,1,1,34,8.0,0.0
18775438,1993-03-11,20950,1,1,1,29,8.0,0.0
19432225,1990-12-18,20950,1,1,0,32,2.0,0.0
19478916,1992-05-21,20950,1,2,0,30,1.0,0.0
19489406,1985-10-08,10,1,1,0,37,2.0,0.0
19510559,1985-07-03,1678,1,2,0,37,2.0,0.0
19769347,1994-12-09,20950,1,1,0,28,1.0,0.0
19781672,1990-08-03,49,1,1,0,32,2.0,0.0
19845617,1988-09-16,20950,1,1,0,34,2.0,0.0
19887933,1991-07-25,147,1,1,0,31,2.0,0.0
19911436,1989-06-25,312,1,1,0,33,2.0,0.0
20005211,1989-10-19,20950,1,1,0,33,2.0,0.0
20072256,1992-03-25,20950,1,1,0,30,1.0,0.0
20166328,1989-11-10,20950,1,1,0,33,2.0,0.0
20208485,1987-08-02,20950,1,1,0,35,2.0,0.0
20227120,1976-09-29,20950,1,1,0,46,2.0,0.0
20543391,1980-07-08,20950,1,1,0,42,2.0,0.0
20602585,1984-05-20,20950,1,1,1,38,8.0,0.0
20604759,1984-09-27,20950,1,1,0,38,2.0,0.0
20625993,1970-04-24,20950,1,1,0,52,2.0,0.0
20645229,1988-12-27,20950,1,2,1,34,8.0,0.0
20708409,1979-12-25,60,1,1,0,43,2.0,0.0
20727362,1993-01-20,2,1,2,1,29,8.0,0.0
20739840,1982-02-16,20950,1,1,1,40,8.0,0.0
20842909,1930-01-25,1,1,1,0,92,3.0,0.0
20862546,1991-03-28,20950,1,2,0,31,2.0,0.0
20914899,1989-04-02,20950,1,1,0,33,2.0,0.0
20935350,1987-12-02,20950,1,1,1,35,8.0,0.0
21049134,1981-09-09,20950,1,1,0,41,2.0,0.0
21154426,1980-04-28,20950,1,2,0,42,2.0,0.0
21267927,1989-10-29,20950,1,1,0,33,2.0,0.0
21277720,1988-06-25,20950,1,1,0,34,2.0,0.0
21285165,1989-04-17,20950,1,1,0,33,2.0,0.0
21294243,1988-06-28,20950,1,1,0,34,2.0,0.0
21377090,1978-07-14,20950,1,1,1,44,8.0,0.0
21378671,1994-08-29,294,1,1,1,28,8.0,0.0
21402800,1985-03-16,20950,1,1,0,37,2.0,0.0
21417970,1984-12-18,20950,1,1,1,38,8.0,0.0
21441159,1980-01-04,20950,1,1,0,42,2.0,0.0
21530241,1989-01-03,20950,1,1,1,33,8.0,0.0
21704964,1988-11-28,20950,1,1,0,34,2.0,0.0
21733441,1990-09-17,20950,1,1,1,32,8.0,0.0
21764156,1983-11-01,20950,1,1,1,39,8.0,0.0
21772974,1990-03-14,20950,1,1,1,32,8.0,0.0
21818215,1983-12-11,20950,1,1,0,39,2.0,0.0
21904402,1990-10-13,151,1,1,1,32,8.0,0.0
21905061,1984-01-31,20950,1,1,1,38,8.0,0.0
22057981,1990-03-17,66,1,1,0,32,2.0,0.0
22087896,1987-12-30,1073,1,1,1,35,8.0,0.0
22165464,1985-11-08,20950,1,2,0,37,2.0,0.0
22175175,1973-12-12,20950,1,1,1,49,8.0,0.0
22299035,1977-03-03,20950,1,1,0,45,2.0,0.0
22400140,1990-01-28,20950,1,2,0,32,2.0,0.0
22405437,1989-10-06,20950,1,2,0,33,2.0,0.0
22518292,1981-06-12,20950,1,1,1,41,8.0,0.0
22590814,1992-12-31,2,1,1,1,30,8.0,0.0
22708286,1987-02-01,20950,1,2,0,35,2.0,0.0
22868329,1983-04-29,106,1,2,0,39,2.0,0.0
22934656,1991-06-26,20950,1,1,0,31,2.0,0.0
23012984,1987-11-15,20950,1,1,0,35,2.0,0.0
23491896,1984-11-26,18273,1,2,0,38,2.0,0.0
23508222,1986-03-15,20950,1,1,0,36,2.0,0.0
23600946,1976-09-16,20950,1,1,1,46,8.0,0.0
23727654,1992-03-07,20950,1,1,0,30,1.0,0.0
23759234,1978-01-02,20950,1,1,0,44,2.0,0.0
23834620,1987-10-15,20950,1,1,1,35,8.0,0.0
23970079,1987-05-21,22437,2,1,0,35,2.0,0.0
24012366,1965-08-06,139,1,2,1,57,8.0,0.0
24035859,1991-01-30,20950,1,1,1,31,8.0,0.0
24105441,1990-12-15,20950,1,1,0,32,2.0,0.0
24199716,1988-01-25,20950,1,1,1,34,8.0,0.0
24207648,1992-01-17,20950,1,1,0,30,1.0,0.0
24280125,1930-08-07,151,1,1,1,92,8.0,0.0
24281891,1993-05-26,1966,1,1,0,29,1.0,0.0
24338898,1986-07-26,20950,1,1,0,36,2.0,0.0
